ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-101351,MER-0046,2026-03-24 19:34:00,portal,Settlement not received for 24 Mar,"Hie, kindly confirm status of our settlement. Amount expected is around 74.96. Ref PN100144561.",resolved,PN100144561
TK-101352,MER-0060,2026-03-24 16:54:00,portal,Where is our payout for 24 Mar?,"Hie, kindly confirm status of our settlement. Amount expected is around 48.15. Ref PN100050326.",closed,PN100050326
TK-101353,MER-0001,2026-04-16 14:41:00,email,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100064485
TK-101354,MER-0030,2026-04-05 18:12:00,email,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,open,
TK-101355,MER-0003,2026-04-14 10:36:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100075668. They are in the shop now and refusing to pay again.,open,PN100075668
TK-101356,MER-0061,2026-04-25 16:49:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 5.09. Ref PN100066384.",open,PN100066384
TK-101357,MER-0001,2026-03-24 09:32:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100116950. They are in the shop now and refusing to pay again.,closed,PN100116950
TK-101358,MER-0019,2026-04-04 09:40:00,portal,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-101359,MER-0058,2026-03-08 11:22:00,whatsapp,Settlement not received for 08 Mar,"Good morning team. We reconciled our till this morning and the payout for 08 Mar 2026 has still not hit our FCA account. Our records show 2,560.98 collected. Please advise when we should expect it.",closed,PN100117471
TK-101360,MER-0019,2026-04-10 08:36:00,phone,Payment declined repeatedly,"A customer tried to pay 18.59 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100045940. Please reverse or confirm.",open,PN100045940
TK-101361,MER-0058,2026-04-19 09:25:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,open,
TK-101362,MER-0044,2026-03-09 16:58:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,resolved,PN100093432
TK-101363,MER-0037,2026-04-26 19:38:00,email,Transaction PN100028034 failed on checkout,"A customer tried to pay 591.24 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100028034. Please reverse or confirm.",resolved,PN100028034
TK-101364,MER-0003,2026-04-29 10:31:00,email,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100141905
TK-101365,MER-0055,2026-03-17 07:25:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-101366,MER-0008,2026-04-01 10:31:00,phone,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100085919, amount 70.26. She has been calling since yesterday.",resolved,PN100085919
TK-101367,MER-0011,2026-03-22 18:48:00,portal,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 22 Mar 2026 has still not hit our FCA account. Our records show 40.78 collected. Please advise when we should expect it.,closed,PN100122432
TK-101368,MER-0053,2026-03-15 14:47:00,email,Refund request for PN100064949,"We need to refund 19.40 on PN100064949, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100064949
TK-101369,MER-0042,2026-04-04 13:16:00,phone,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-101370,MER-0037,2026-04-22 19:16:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,
TK-101371,MER-0025,2026-03-02 10:30:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100076642
TK-101372,MER-0057,2026-03-17 14:26:00,portal,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100062394
TK-101373,MER-0054,2026-03-10 07:27:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,
TK-101374,MER-0027,2026-03-29 17:49:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100014819, amount 423.58. She has been calling since yesterday.",resolved,PN100014819
TK-101375,MER-0026,2026-04-12 11:29:00,email,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,resolved,PN100064170
TK-101376,MER-0004,2026-04-21 19:48:00,email,Settlement not received for 21 Apr,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",closed,
TK-101377,MER-0008,2026-04-22 15:39:00,email,Where is our payout for 22 Apr?,"We have not received settlement for 22 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100177409
TK-101378,MER-0007,2026-03-17 14:14:00,whatsapp,How do we handle the pending status?,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",pending_merchant,
TK-101379,MER-0003,2026-04-15 14:12:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,
TK-101380,MER-0045,2026-04-02 06:51:00,email,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",resolved,
TK-101381,MER-0033,2026-03-13 14:09:00,email,Please reverse duplicate charge,"We need to refund 4.06 on PN100072493, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100072493
TK-101382,MER-0012,2026-04-10 08:22:00,whatsapp,Refund request for PN100047288,"We need to refund 4.84 on PN100047288, the goods were returned. What is the process and how long does it take to reflect?",open,PN100047288
TK-101383,MER-0038,2026-04-23 06:26:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100024763
TK-101384,MER-0020,2026-03-19 12:36:00,portal,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100168807, amount 6.90. She has been calling since yesterday.",pending_merchant,PN100168807
TK-101385,MER-0058,2026-04-17 11:04:00,portal,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100071721
TK-101386,MER-0047,2026-04-18 11:43:00,portal,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-101387,MER-0003,2026-03-23 12:16:00,email,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,resolved,
TK-101388,MER-0019,2026-03-03 17:06:00,portal,Refund request for PN100074363,"We need to refund 35.71 on PN100074363, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100074363
TK-101389,MER-0048,2026-04-20 15:00:00,whatsapp,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100048783. They are in the shop now and refusing to pay again.,closed,PN100048783
